Order to Dispatch Status Report - TAPARIA IMPEX PVT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Days Left,Image,Sales Order No,Design No,DivisionName,Party Name,Order Date,Design MRP,SO Qty,Lot Qty,Dispatch Qty,Dispatch%,SO Open?,Prod Active?,Order Value,Sale Value,Order Created By,Expected DDemoivery Date,# of Lots,# of Articles,PO Days Diff,Is FabricPORaised,Is TrimsPORaised,Fabric PO Days Diff,Trims PO Days Diff,Last Dispatch Date,Pending Qty,Ready Stock,Assorted Qty,Rejected Qty,Accesories,Accesories_Thread,Consumables,Knits -Fabric,Packing Material,Printing Chemical,Woven-Fabric,Consumption,Accesories,Accesories_Thread,Consumables,Knits -Fabric,Packing Material,Printing Chemical,Woven-Fabric,CUTTING_OutQty,CUTTING_InQty,CUTTING_OutDate,CUTTING_InDate,CUTTING_JWCost,CUTTING_JWName,Pending CUTTING,#Days CUTTING,PRINTING_OutQty,PRINTING_InQty,PRINTING_OutDate,PRINTING_InDate,PRINTING_JWCost,PRINTING_JWName,Pending PRINTING,#Days PRINTING,EMBRODIERY_OutQty,EMBRODIERY_InQty,EMBRODIERY_OutDate,EMBRODIERY_InDate,EMBRODIERY_JWCost,EMBRODIERY_JWName,Pending EMBRODIERY,#Days EMBRODIERY,STITCHING_OutQty,STITCHING_InQty,STITCHING_OutDate,STITCHING_InDate,STITCHING_JWCost,STITCHING_JWName,Pending STITCHING,#Days STITCHING,STITCH_TO_PACK_OutQty,STITCH_TO_PACK_InQty,STITCH_TO_PACK_OutDate,STITCH_TO_PACK_InDate,STITCH_TO_PACK_JWCost,STITCH_TO_PACK_JWName,Pending STITCH_TO_PACK,#Days STITCH_TO_PACK,WASHING_OutQty,WASHING_InQty,WASHING_OutDate,WASHING_InDate,WASHING_JWCost,WASHING_JWName,Pending WASHING,#Days WASHING,IRON_TO_FINISHING_OutQty,IRON_TO_FINISHING_InQty,IRON_TO_FINISHING_OutDate,IRON_TO_FINISHING_InDate,IRON_TO_FINISHING_JWCost,IRON_TO_FINISHING_JWName,Pending IRON_TO_FINISHING,#Days IRON_TO_FINISHING,PACKING_Finishing_OutQty,PACKING_Finishing_InQty,PACKING_Finishing_OutDate,PACKING_Finishing_InDate,PACKING_Finishing_JWCost,PACKING_Finishing_JWName,Pending PACKING_Finishing,#Days PACKING_Finishing,Fabric Days,Trims Days,Total Days,Ideal Days,IDemoe Days,RM Cost,JW Cost,Total Cost,Cost Per Pcs,Cost / CostSheet,GP,Cut To Ship
-113,,02953/25-26,HO-IN-UP-SL-2298-1025,Knits - Kids,HOME2,07/10/25,79.00,10000,10000,5000,50,Yes,True,400000.00,155000.00,MALOTI RIKIASON,15/12/25,3,1,,No,No,,0,17/03/26,5000,5000,0,0,,,,,11,,,0.074,4872.4,,,434914.25,3062,,,10000.00,10176.00,09/10/2025,09/10/2025,10176.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,1,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,10176.00,10192.00,09/10/2025,17/10/2025,76440.00,"DPS GARMENTS, FARHAN GARMENTS, SHIB ENTERPRISE (SHIB SHANKAR GAIN)",0,8,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,6895.00,6895.00,07/02/2026,13/02/2026,4826.50,"4TH FLOOR IRONING, JAMINUL MONDAL",0,6,2614.00,2614.00,07/02/2026,11/03/2026,0.00,BLOCK 4 3RD FLOOR BIKASH JI,0,32,0,0,153,47,106,442848.65,87876.00,530724.65,50.26,0.00,-375724.65,49.1
-128,,02950/25-26,EB-Demo-WO-CA-SH-HS-RF-00897-0925,Woven,intrn lmtd,07/10/25,238.00,1600,0,0,0,Yes,True,718400.00,,Samim Hossain,30/11/25,0,1,56,Yes,No,56,56,,1600,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,0,0,0,0,0.00,0.00,0.00,,0.00,0,0
-128,,02949/25-26,EB-Demo-WO-CA-SH-FS-RF-00896-0925,Woven,intrn lmtd,07/10/25,499.00,1800,1800,1633,90.7,Yes,False,495000.00,449075.00,Samim Hossain,30/11/25,1,1,45,Yes,Yes,45,56,31/12/25,167,1633,0,0,52,,,,1656,,,1.105,5471.6,,,,2717.2,,288997.8,1800.00,1656.00,05/12/2025,06/12/2025,2484.00,TIPL- LINE NO-4,144,1,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1656.00,1656.00,04/12/2025,12/12/2025,70380.00,TIPL- LINE NO-4,0,8,-,-,-,-,-,-,0,0,1656.00,1656.00,13/12/2025,17/12/2025,9936.00,RAZA WASHING PROCESS,0,4,1640.00,1640.00,19/12/2025,23/12/2025,10660.00,MAHADEV ENTERPRISES AND FINISHING ( SUBHAJIT ),0,4,-,-,-,-,-,-,0,0,56,57,19,17,2,297186.60,93460.00,390646.60,235.90,0.00,58428.40,98.6
23,,02959/25-26,Demo-SG-LW-HP-2302-1025,Knits - Kids,bangur client,08/10/25,0.00,2000,2000,456,22.8,Yes,True,123000.00,32790.96,Titly Paul,30/04/26,1,1,7,No,Yes,7,0,04/04/26,1544,456,0,0,25,,,,2,,,0.11,2368.4,,,45850,560,,,1192.00,1192.00,13/10/2025,14/10/2025,1192.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,1,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1192.00,1195.00,14/10/2025,29/10/2025,9560.00,MM Textiles,0,15,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1195.00,1195.00,05/03/2026,09/03/2026,1912.00,JAMINUL MONDAL,0,4,-,-,-,-,-,-,0,0,0,14,147,20,127,48778.40,12664.00,61442.40,51.55,0.00,-28651.44,38.3
-66,,02964/25-26,Demo-MU-KN-CA-TS-HS-SF-0703-1025,Knits - Men,g mart,09/10/25,399.00,6704,6704,6438,96,Yes,False,1246944.00,1197468.00,Saikat Kr Das,31/01/26,1,1,1,Yes,Yes,1,1,27/12/25,266,6438,0,0,20,,,,1,,,0.248,48780,1057.1,,777085.4,17909,,,7024.00,6864.00,18/11/2025,18/11/2025,6864.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",160,1,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,10416.00,10441.00,18/11/2025,28/11/2025,147646.72,"AYSHA ENTERPRISE (SAFIKUL ISLAM), BLOCK 4 STICHING BAPI GAZI, TAPARIA  BLOCK 4, 2ND FLOOR,( ANIL )",0,10,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,6766.00,6758.00,18/12/2025,27/12/2025,28721.50,AP ENTERPRISE ( PRASENJIT HAZRA ),8,9,-,-,-,-,-,-,0,0,34,23,39,20,19,844831.50,145422.80,990254.30,144.31,0.00,207213.70,93.8
-7,,02980/25-26,Demo-UP-HS-2308-1025,Knits - Kids,Raju mega amrt,10/10/25,149.00,10500,10500,0,0,Yes,True,924000.00,,SUBHAJIT PATRA,31/03/26,1,1,3,Yes,Yes,3,3,,10500,0,0,0,32400,,,,,,,0.091,8540,,,362653.25,,,,10500.00,10032.00,08/12/2025,05/02/2026,10032.00,NOBLE ENTRRPRISE,468,59,-,-,-,-,-,-,0,0,10032.00,10032.00,28/02/2026,28/02/2026,105336.00,K.K EMBROIDERY(Mosammat Omila Khatun),0,1,-,-,-,-,-,-,0,0,10032.00,0.00,16/12/2025,-,-,NOBLE ENTRRPRISE,10032,113,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,59,56,82,173,-91,371193.25,115368.00,486561.25,48.50,0.00,-486561.25,0
23,,02998/25-26,Demo-UP-HS-2320-1025,Knits - Kids,Raju mega amrt,10/10/25,149.00,8400,8400,0,0,Yes,True,739200.00,,SUBHAJIT PATRA,30/04/26,1,1,13,Yes,Yes,13,13,,8400,0,0,0,18480,,,,,,,,4552.8,,,236412.25,,,,8401.00,0.00,10/12/2025,-,-,GOTEX  APPARDemoS  PVT.  LTD.,8401,119,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,61,18,0,119,-119,240965.05,0.00,240965.05,26.68,0.00,-240965.05,0
146,,03019/25-26,HO- IB-UP-HS-2363-1025,Knits - Kids,HOME2,11/10/25,99.00,795,795,0,0,Yes,True,78705.00,,SAYANTANI NANDI,31/08/26,1,1,140,No,Yes,140,0,,795,0,0,0,1610,,,,,,,0,894.5,,,0.48,,,,795.00,795.00,18/10/2025,18/10/2025,795.00,KAYA APPARDemoS,0,1,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,795.00,0.00,18/10/2025,-,-,KAYA APPARDemoS,795,172,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,0,150,0,173,-173,894.98,795.00,1689.98,2.13,0.00,-1689.98,0
38,,03049/25-26,Demo -IB-UP-HS-2371-1025,Knits - Kids,market lmtd,14/10/25,149.00,2500,2500,0,0,Yes,True,215000.00,,RIA PAUL,15/05/26,1,1,4,Yes,Yes,4,4,,2500,0,0,0,2660,,,,,,,0.074,3079,,,70040,,,,2500.00,2616.00,06/01/2026,12/01/2026,2616.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,6,-,-,-,-,-,-,0,0,2616.00,2616.00,14/02/2026,07/03/2026,11772.00,K.K EMBROIDERY(Mosammat Omila Khatun),0,21,-,-,-,-,-,-,0,0,2616.00,2150.00,28/02/2026,04/04/2026,58050.00,KK TAILOR,466,35,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,77,53,88,62,26,73119.00,72438.00,145557.00,55.64,0.00,-145557.00,0
23,,03063/25-26,Demo -IB-UP-HS-2373-1025,Knits - Kids,market lmtd,15/10/25,149.00,2500,2500,0,0,Yes,True,215000.00,,RIA PAUL,30/04/26,1,1,3,Yes,Yes,3,3,,2500,0,0,0,2680,,,,,,,0.068,3092,,,62900,,,,2500.00,2640.00,15/01/2026,21/01/2026,2640.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,6,-,-,-,-,-,-,0,0,2640.00,2640.00,16/02/2026,23/02/2026,13200.00,kamal embroidery ( 5th floor ),0,7,-,-,-,-,-,-,0,0,2640.00,0.00,28/02/2026,-,-,KK TAILOR,2640,39,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,76,52,39,52,-13,65992.00,15840.00,81832.00,29.92,0.00,-81832.00,0
38,,03068/25-26,Demo -IB-UP-HS-2376-1025,Knits - Kids,market lmtd,15/10/25,149.00,2500,2500,0,0,Yes,True,215000.00,,RIA PAUL,15/05/26,1,1,3,Yes,Yes,3,3,,2500,0,0,0,8200,,,,,,,0.083,14130.5,,,83619,,,,2500.00,2640.00,15/01/2026,21/01/2026,2640.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,6,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2640.00,2640.00,07/02/2026,31/03/2026,52800.00,SUPRA  INDUSTRIES,0,52,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,76,31,75,58,17,97749.50,55440.00,153189.50,58.02,0.00,-153189.50,0
84,,03077/25-26,Demo -IB-UP-SL-2385-1025,Knits - Kids,market lmtd,15/10/25,99.00,3000,3000,0,0,Yes,True,195000.00,,RIA PAUL,30/06/26,1,1,1,Yes,Yes,1,1,,3000,0,0,0,3260,80,,,,,,0.058,2569,4400,,74608,,,,3000.00,3160.00,04/12/2025,06/12/2025,3160.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,2,3160.00,3160.00,06/12/2025,26/12/2025,25280.00,LAXMI MACHINE MANORANJAN,0,20,-,-,-,-,-,-,0,0,6269.00,6287.00,27/12/2025,09/01/2026,49117.19,"AYSHA ENTERPRISE (SAFIKUL ISLAM), TAPARIA BLOCK 4 4TH FLOOR (L FIROZ)",0,13,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,41,56,36,35,1,81577.00,64106.25,145683.25,45.44,0.00,-145683.25,0
-128,,03050/25-26,HM-IB-LW-FP-2444-1025,Knits - Kids,HOME2,15/10/25,35.00,6000,1998,0,0,Yes,True,210000.00,,MALOTI RIKIASON,30/11/25,1,1,2,No,Yes,2,0,,6000,0,0,0,30,,,,,,,0.052,5383.2,,,70000,810,,,2328.00,2328.00,17/10/2025,17/10/2025,2328.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,1,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2328.00,2367.00,17/10/2025,29/10/2025,17752.50,MM Textiles,0,12,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,4732.00,4730.00,02/12/2025,05/12/2025,6149.00,RAJ SARKAR (GARMENTS FINISHING CONTRACTOR),2,3,0,2,49,16,33,76193.20,26229.50,102422.70,31.97,0.00,-102422.70,0
23,,03064/25-26,Demo -IB-UP-HS-2374-1025,Knits - Kids,market lmtd,15/10/25,149.00,2500,2500,0,0,Yes,True,215000.00,,RIA PAUL,30/04/26,1,1,3,Yes,Yes,3,3,,2500,0,0,0,2480,,,,,,,0.064,2962,,,61269,,,,2500.00,2440.00,15/01/2026,21/01/2026,2440.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",60,6,-,-,-,-,-,-,0,0,2440.00,2440.00,16/02/2026,07/03/2026,12932.00,K.K EMBROIDERY(Mosammat Omila Khatun),0,19,-,-,-,-,-,-,0,0,2440.00,2402.00,28/02/2026,04/04/2026,64854.00,KK TAILOR,38,35,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,76,31,79,60,19,64231.00,80226.00,144457.00,59.20,0.00,-144457.00,0
84,,03072/25-26,Demo -IB-SL-2380-1025,Knits - Kids,market lmtd,15/10/25,99.00,3000,3000,0,0,Yes,True,195000.00,,RIA PAUL,30/06/26,1,1,1,Yes,Yes,1,1,,3000,0,0,0,6192,,,,,,,0.059,7431.2,,,74320,,,,3000.00,3040.00,11/12/2025,16/12/2025,3040.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,5,3040.00,3040.00,16/12/2025,24/12/2025,25840.00,CHITRA TRENDS,0,8,-,-,-,-,-,-,0,0,3040.00,3035.00,22/12/2025,19/01/2026,44007.50,RAJDEEP GARMENTS,5,28,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,41,55,39,41,-2,81751.20,72887.50,154638.70,49.37,0.00,-154638.70,0
23,,03075/25-26,Demo -IB-UP-HS-2383-1025,Knits - Kids,market lmtd,15/10/25,149.00,3000,3000,0,0,Yes,True,258000.00,,RIA PAUL,30/04/26,1,1,1,Yes,Yes,1,1,,3000,0,0,0,8840,,,,,,,0.079,14102,,,70525,,,,3000.00,2184.00,06/01/2026,13/01/2026,2184.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",816,7,2184.00,2184.00,13/01/2026,21/01/2026,15288.00,MAHALAXMI GARMENTS,0,8,-,-,-,-,-,-,0,0,2184.00,2184.00,23/01/2026,25/03/2026,43680.00,RAJDEEP GARMENTS,0,61,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,36,52,78,76,2,84627.00,61152.00,145779.00,66.75,0.00,-145779.00,0
38,,03069/25-26,Demo -IB-UP-HS-2377-1025,Knits - Kids,market lmtd,15/10/25,149.00,2600,2600,0,0,Yes,True,223600.00,,RIA PAUL,15/05/26,1,1,3,Yes,Yes,3,3,,2600,0,0,0,6720,,,,,,,0.083,11793,,,142124.25,,,,2600.00,2640.00,06/01/2026,12/01/2026,2640.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,6,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2640.00,2640.00,28/01/2026,31/03/2026,52800.00,SUPRA  INDUSTRIES,0,62,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,76,31,84,68,16,153917.25,55440.00,209357.25,55.48,0.00,-209357.25,0
84,,03073/25-26,Demo -IB-UP-SL-2381-1025,Knits - Kids,market lmtd,15/10/25,99.00,3000,3000,0,0,Yes,True,195000.00,,RIA PAUL,30/06/26,1,1,1,Yes,Yes,1,1,,3000,0,0,0,3200,,,,,,,0.062,2530,,,81108.3,,,,3000.00,3160.00,04/12/2025,06/12/2025,3160.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,2,3160.00,3160.00,09/12/2025,31/12/2025,25280.00,LOKNATH PRINTING,0,22,-,-,-,-,-,-,0,0,3160.00,3176.00,02/01/2026,19/01/2026,38112.00,TAPARIA BLOCK 24 (L SUBRATA),0,17,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,41,56,46,41,5,83638.30,66552.00,150190.30,47.53,0.00,-150190.30,0
84,,03076/25-26,Demo -IB-UP-SL-2384-1025,Knits - Kids,market lmtd,15/10/25,99.00,3000,3000,0,0,Yes,True,195000.00,,RIA PAUL,30/06/26,1,1,1,Yes,Yes,1,1,,3000,0,0,0,2890,,,,,,,0.07,2328.5,,,88087.4,,,,3000.00,2640.00,24/12/2025,27/12/2025,2640.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",360,3,2640.00,2640.00,27/12/2025,06/01/2026,23760.00,LAXMI MACHINE MANORANJAN,0,10,-,-,-,-,-,-,0,0,2641.00,2640.00,08/01/2026,22/01/2026,27720.00,"A & B  READY MADE  GARMENTS  , BHAI BHAI HOSIERY (LAXMAN BISWAS)",1,14,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,41,51,29,27,2,90415.90,54120.00,144535.90,54.75,0.00,-144535.90,0
38,,03078/25-26,Demo -IB-UP-HS-2386-1025,Knits - Kids,market lmtd,15/10/25,149.00,3000,3000,0,0,Yes,True,267000.00,,RIA PAUL,15/05/26,1,1,1,Yes,Yes,1,1,,3000,0,0,0,3060,,,,,,,0.067,6408,,,83612.8,,,,3000.00,3000.00,27/01/2026,30/01/2026,3000.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,3,3000.00,3000.00,02/02/2026,16/02/2026,48000.00,LAXMI MACHINE MANORANJAN,0,14,3000.00,3000.00,21/02/2026,20/03/2026,63000.00,AKIB JABED EMBROIDARY,0,27,3000.00,0.00,28/02/2026,-,-,TAPARIA BLOCK 24 (L SUBRATA),3000,39,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,36,52,52,83,-31,90020.80,114000.00,204020.80,66.82,0.00,-204020.80,0
54,,03084/25-26,Demo-Demo-WO-CA-SH-HS-RF-00918-1025,Woven,Raju mega amrt,15/10/25,219.00,5500,0,0,0,Yes,True,709500.00,,MD SAMIM SK,31/05/26,0,1,33,Yes,Yes,33,33,,5500,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167,108,0,0,0,0.00,0.00,0.00,,0.00,0,0
23,,03066/25-26,Demo -IB-UP-HS-2375-1025,Knits - Kids,market lmtd,15/10/25,149.00,2500,2500,0,0,Yes,True,215000.00,,RIA PAUL,30/04/26,1,1,3,Yes,Yes,3,3,,2500,0,0,0,7889,,,,,,,0.073,14282.55,,,72992.5,,,,2500.00,2640.00,15/01/2026,21/01/2026,2640.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,6,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2640.00,2640.00,07/02/2026,31/03/2026,52800.00,SUPRA  INDUSTRIES,0,52,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,76,31,75,58,17,87275.05,55440.00,142715.05,51.90,0.00,-142715.05,0
84,,03074/25-26,Demo -IB-UP-SL-2382-1025,Knits - Kids,market lmtd,15/10/25,99.00,3000,3000,0,0,Yes,True,195000.00,,RIA PAUL,30/06/26,1,1,1,Yes,Yes,1,1,,3000,0,0,0,6195,,,,,,,0.066,3635.7,,,89841.8,,,,3000.00,3040.00,11/12/2025,16/12/2025,3040.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,5,3040.00,3040.00,16/12/2025,25/12/2025,19760.00,LAXMI TABLE ADITI,0,9,-,-,-,-,-,-,0,0,3040.00,3042.00,26/12/2025,30/01/2026,44109.00,RAJDEEP GARMENTS,0,35,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,41,55,50,49,1,93477.50,66909.00,160386.50,52.76,0.00,-160386.50,0
38,,03070/25-26,Demo -IB-UP-HS-2378-1025,Knits - Kids,market lmtd,15/10/25,149.00,2500,2500,0,0,Yes,True,215000.00,,RIA PAUL,15/05/26,1,1,3,Yes,Yes,3,3,,2500,0,0,0,8020,,,,,,,0.076,14282.1,,,69880.5,,,,2500.00,2640.00,06/01/2026,12/01/2026,2640.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,6,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2640.00,2640.00,28/01/2026,31/03/2026,52800.00,SUPRA  INDUSTRIES,0,62,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,76,52,84,68,16,84162.60,55440.00,139602.60,52.88,0.00,-139602.60,0
-87,,03121/25-26,VB -IN-UP-HS-2421-1025,Knits - Kids,V-BAZAR RETAIL PVT. LTD,16/10/25,149.00,2100,2100,0,0,Yes,True,184800.00,,SAYANTANI NANDI,10/01/26,1,1,18,Yes,Yes,18,18,,2100,0,0,0,2,,,,1,,,0.077,1219,,,75278.35,2543,,,2100.00,2100.00,23/12/2025,27/12/2025,2100.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,4,2100.00,2100.00,10/01/2026,23/01/2026,10500.00,MAHALAXMI GARMENTS,0,13,-,-,-,-,-,-,0,0,2100.00,2108.00,28/01/2026,25/02/2026,31620.00,PRIYANKA GARMENTS (MADHU HALDER),0,28,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2108.00,2108.00,28/02/2026,02/03/2026,2108.00,4TH FLOOR IRONING,0,2,2108.00,2093.00,28/02/2026,06/03/2026,2093.00,Bipula das (Asgar),15,6,44,55,73,53,20,79040.35,48421.00,127461.35,57.53,0.00,-127461.35,0
8,,03153/25-26,Demo-MU-KN-CA-SL-RF-0732-1025,Knits - Men,g mart,18/10/25,349.00,1000,1000,0,0,Yes,True,180000.00,,KARTIK DAS,15/04/26,1,1,0,Yes,Yes,0,0,,1000,0,0,0,3540,,,,,,,,6019.2,,,104544,,,,1000.00,0.00,31/03/2026,-,-,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",1000,8,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,74,35,0,8,-8,110563.20,0.00,110563.20,110.56,0.00,-110563.20,0
84,,03232/25-26,HO-BY-UP-SL-2479-1025,Knits - Kids,HOME2,23/10/25,0.00,1200,1200,0,0,Yes,True,144000.00,,BIKASH Mishra,30/06/26,1,1,19,No,Yes,19,0,,1200,0,0,0,2376,,,,100,,,0.134,5476.15,,,65075,143,,,1200.00,1024.00,28/10/2025,03/11/2025,1024.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",176,6,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1024.00,975.00,11/11/2025,27/12/2025,13650.00,"DINESH BARUI, DPS GARMENTS",49,46,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,446.00,446.00,14/01/2026,23/01/2026,01/10/0602,4TH FLOOR IRONING,0,9,446.00,446.00,14/01/2026,24/01/2026,0.00,BLOCK 4 3RD FLOOR BIKASH JI,0,10,0,20,88,71,17,70694.15,15276.10,85970.25,83.96,0.00,-85970.25,0
13,,03233/25-26,Demo-SG-LW-HP-2480-1025,Knits - Kids,bangur client,24/10/25,0.00,1200,1200,456,38,Yes,True,91800.00,32790.96,Titly Paul,20/04/26,1,1,,No,No,,0,04/04/26,744,456,0,0,20,,,,,,,0.114,2030.4,,,58988.2,,,,1200.00,1208.00,24/10/2025,27/10/2025,1208.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,3,1208.00,1208.00,28/10/2025,04/11/2025,3624.00,SANJOY PAUL,0,7,-,-,-,-,-,-,0,0,1208.00,1208.00,03/11/2025,10/11/2025,11476.00,HOSSAIN FASHION ( AJIBAR HOSSAIN ),0,7,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1204.00,1181.00,05/03/2026,10/03/2026,1889.60,JAMINUL MONDAL,23,5,-,-,-,-,-,-,0,0,0,0,137,22,115,61018.60,18197.60,79216.20,59.20,0.00,-46425.24,37.7
114,,03234/25-26,Demo-JG-UP-HS-2447-1025,Knits - Kids,market lmtd,24/10/25,99.00,4500,4510,0,0,Yes,True,297000.00,,RIA PAUL,30/07/26,1,1,0,Yes,Yes,0,0,,4500,0,0,0,,,,348.88,,,,0.079,,,,126818.35,,,,4510.00,4416.00,27/12/2025,31/12/2025,4416.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",94,4,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,41,15,4,4,0,126818.35,4416.00,131234.35,29.72,0.00,-131234.35,0
84,,03254/25-26,Demo-JG-UP-HS-2462-1025,Knits - Kids,market lmtd,24/10/25,99.00,4500,4500,0,0,Yes,True,297000.00,,RIA PAUL,30/06/26,1,1,22,Yes,Yes,22,22,,4500,0,0,0,,,,352.74,,,,0.084,,,,125355.78,,,,4500.00,4200.00,26/03/2026,01/04/2026,4200.00,TAPARIA KHILKAPUR ( LAXMI GARMENTS ),300,6,4200.00,0.00,01/04/2026,-,-,R.B ENTERPRISE,4200,7,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,64,18,6,13,-7,125355.78,4200.00,129555.78,30.85,0.00,-129555.78,0
